label,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
1,0.0025018828133183124,0.04964386011243327,0.8542292798132336,0.4583276563495218,0.7945477439997095,0.6239112131692597,0.2794381673005951,0.5700526668678288,0.4582917625911055,0.38810482147200365,0.6369701638558473,0.052733787189826575,0.716724826641447,0.5259497373605221,0.6560135630353021,0.45263836097658017,0.14025191582521745,0.3070990220649058,0.19138354051026973,0.8111811265245557
1,0.8634115793807114,0.12227978909144399,0.11384732145902532,0.7113990870625491,0.07690997592886006,0.9995718655691074,0.9409523180893846,0.6643701918680815,0.6868758724998907,0.6435337573599547,0.41306780958153577,0.49444964313472994,0.2227628899712697,0.6702000280383773,0.7715660007981053,0.6310562054171921,0.33638963498341445,0.17846197812964537,0.12896729187906675,0.07194131180991625
4,0.4206914527848521,0.005899852511412784,0.690990406546077,0.8810915045475545,0.990387102837932,0.616734377965944,0.8098287728073563,0.11297733155202827,0.3798131181434896,0.8191917195578235,0.20684379330899028,0.14818459031374076,0.1432196088221519,0.6687084834273149,0.7457798014573876,0.32963036259841505,0.21591301127501483,0.9175029681017192,0.9928175271482936,0.6329033229126558
9,0.688242421141391,0.5507947167511998,0.03717996719543626,0.9603616464631037,0.11674183678916006,0.1668196256275737,0.6948151509387342,0.837012601365407,0.08483653021278315,0.016391138903680602,0.5231060416307141,0.24825413799160623,0.3446825503010249,0.7778574431433246,0.9365368245287038,0.20516691281707822,0.006074526582345974,0.19833186201339492,0.8780392069127576,0.14313293749387446
2,0.7815338165682852,0.23563636400429222,0.7116090694540855,0.6836883753561568,0.06142904832873919,0.6051435691867004,0.9193759551537873,0.3339560416880869,0.4286905694115348,0.806522081692336,0.42130366404846353,0.5293298642631299,0.3779688059643529,0.42904705400547993,0.5693752089021317,0.5396519253410615,0.5816604107054031,0.994082618298097,0.40194692444470903,0.10612427210477227
9,0.6315289167281285,0.5676953535241347,0.2835944098562807,0.21649567187625962,0.5526258609271447,0.7023035408076789,0.14370912091934174,0.8235539005350886,0.14451790645210327,0.08666608315409663,0.08807794282113501,0.889486845191696,0.012851915517264945,0.37522010349406787,0.7174354695723835,0.530077141766211,0.5421717113572948,0.4392705593746007,0.09785656046703095,0.214464771558733
0,0.7869767843864174,0.5984259668268875,0.11915621967987189,0.05630093359421151,0.31730097561646653,0.16026697157641945,0.8745060459243243,0.0311745802632728,0.2739773147338652,0.6052731486375837,0.22281273235044008,0.757399734328028,0.2752008645781867,0.7975228507590594,0.7923643135721081,0.22158475655570875,0.5894852640401783,0.8625191753953803,0.4202988646614938,0.02867314329000803
3,0.2571288245262915,0.9895570355824348,0.0949674648890565,0.6502076426613748,0.6743154575668031,0.38971599113316946,0.01045522499434548,0.1962110590424807,0.2657090988045243,0.529223801450738,0.4112608500409225,0.632187651603905,0.597398090218565,0.6631884313411914,0.9676360725107098,0.4609164438290245,0.20815451968548837,0.8006895492332683,0.2152364814424108,0.8446531808541279
6,0.5740417198275058,0.9720871354707872,0.10743197550298311,0.3986600710834419,0.12794550207664135,0.45077359594005595,0.5565297338669244,0.8446929548009512,0.12798258069116686,0.1601064057229893,0.22268589151150453,0.7514243490294769,0.23178301012512537,0.29859015577131975,0.7538025061620711,0.4531168699464879,0.8479372399865458,0.8560978340583077,0.560188538511241,0.8474894732696527
0,0.4446162542316743,0.8187694320944235,0.6342663675651404,0.6283705868709127,0.19510190205482825,0.0034132942993364557,0.4208146968546752,0.7473742608804078,0.22892034048944765,0.8796892092013481,0.08340233504504124,0.7964562621439084,0.7015952496374875,0.72432531560855,0.32860977791881263,0.3965000412773324,0.2839917155023042,0.7506789093274168,0.19721684540770335,0.7820919880993848
