label,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
1,0.9180809774231193,0.6188603082890275,0.4271450051555723,0.29828167707671416,0.9789563245199243,0.21606593484557923,0.9832875696776779,0.5904409468753163,0.8596954736424769,0.6011296174888405,0.017971208400942684,0.4494714453338031,0.6761756930837208,0.548861035860519,0.5840918587975824,0.9874434518963737,0.2943704952321218,0.7682436843973524,0.07938770303481102,0.9111047661756208
3,0.20878186141496358,0.5672358471132102,0.003631770673661272,0.6848923273722292,0.6079001569767912,0.9275185345047835,0.601650129003202,0.9356024208224758,0.6919813808835888,0.13545468642752823,0.7473081283033031,0.387055106388594,0.12716648511923123,0.2600058518540086,0.0032406632852926,0.4878869673836391,0.9745388926841563,0.7064236936545976,0.48747760411094854,0.7717038168417709
2,0.011229933422413962,0.3261194112486553,0.6930971175857716,0.8899238132963314,0.033102296997872926,0.7994036442790825,0.7402109642866759,0.5724631389246914,0.946944662921444,0.3064125876557837,0.2544961586658726,0.2793183079624918,0.556111918225885,0.31190783270900335,0.6543716443529408,0.6087287025512405,0.9749256328602974,0.9690394895994494,0.742496732384489,0.5352005073875629
7,0.36928757694591485,0.696638097290031,0.4503724618818451,0.5022273044976229,0.9276909302810228,0.41957935164119065,0.4985126814374733,0.06740859073766559,0.4754844009794629,0.20757849452535948,0.39630030050252507,0.468335248297129,0.7540655534290093,0.8660590006141821,0.6109303285399514,0.5299882520964092,0.18017871357074888,0.8042242100083717,0.40398165226107197,0.25391256171249943
5,0.6608951018263642,0.5281460481100227,0.2650765204066964,0.2441544870566822,0.6242056294540324,0.1456075863305779,0.3328294752256613,0.03789648760886288,0.26595148241688804,0.9395397455901727,0.05609063804839187,0.8624785904323833,0.2503231303161868,0.7680445894429077,0.03479660135258844,0.6479368238570737,0.785400266091331,0.4497618801376405,0.09528879134790791,0.47770262868469004
3,0.32573041417831816,0.7392559651715339,0.5577355865384763,0.14078375786455133,0.411430754336491,0.30391902735573106,0.23319269287994593,0.3965958705374436,0.10911741787755769,0.17773692934522423,0.4111818083598089,0.5041437099781464,0.19667001863858347,0.7938162656504932,0.6591857042269424,0.428609641076816,0.37699772942805043,0.557935666326484,0.1767420848157405,0.10434581701814427
3,0.12004063190108905,0.49581390759893107,0.32982161816527356,0.6565266840308381,0.1829763188779,0.08541961450495417,0.5385410894866098,0.32162314319680985,0.3709555681028346,0.9602479360292904,0.9351229469022261,0.6576925717024041,0.042588808789154275,0.6086440020182039,0.8504714948434966,0.25288414583946617,0.7999883003284265,0.8836289232943954,0.40076959475766327,0.5956487182742448
8,0.9294201350979261,0.6908488725336408,0.22195862622445373,0.04902521216172817,0.7097450447022715,0.19769384013998847,0.3828366601281189,0.8750900017610257,0.22602761773302948,0.2984466439537814,0.4585707818679259,0.9651692653178913,0.4184230452818929,0.46752844846546415,0.9482872111813412,0.4966184338114784,0.0685627612591605,0.9464767963507646,0.2636597195595086,0.3650186561332397
1,0.9510280577874004,0.2822749592966246,0.8842242087257111,0.1339749452748864,0.23712801071003653,0.8973865148899518,0.6771810733517195,0.11998992770970984,0.2926788848481563,0.19521975527069335,0.9377491597527241,0.5359351264345548,0.8198973924118447,0.07236435222953941,0.31429417297523565,0.8937206176052159,0.20688525581708195,0.6730216879519677,0.07246718446481848,0.8263516831503245
2,0.5356429472250887,0.6060059613889778,0.029030068308793622,0.3791234925402054,0.910074675036194,0.05445840488249032,0.7045632812196989,0.8548516017983856,0.1295703321650974,0.8937537805804584,0.7349448263044567,0.47276791140986985,0.573138094905728,0.425718592084243,0.38293643329221794,0.6026566176604838,0.34490722781101835,0.6706195888617316,0.6834244481417129,0.4262070311322935
7,0.3826400064213653,0.08666126371191285,0.5393412757217635,0.7341591145981483,0.7568663774542477,0.4373377205864113,0.37125588354538963,0.601676827030927,0.5228667926425804,0.7877011185321843,0.35997809336561803,0.1656605645483289,0.8445145304635827,0.5063232711625649,0.5083089232001932,0.038696661276028665,0.32075736548652733,0.11312433724175175,0.06696410539301789,0.5484752180677928
2,0.4566671991226823,0.7753706623376709,0.9411136530496607,0.9256690828659838,0.36910178634270274,0.15282419060367025,0.4729592421495046,0.061034538944625294,0.5130967591277078,0.17928823061798493,0.714245251278952,0.9384813585161697,0.6258312682350766,0.28619125280530455,0.21396209787496123,0.4356712001001911,0.6907575393181332,0.3692096692848974,0.5801622226154706,0.982926728614999
8,0.2443681931624926,0.1213506661758833,0.2951304515320776,0.36278223417354705,0.2467780672269183,0.062483047578588136,0.9604695112423778,0.8244247200574976,0.10901562864923942,0.16408060702132377,0.4135953565202839,0.6588020033615778,0.8135720246274725,0.37710454462342613,0.6153839688136247,0.7291142036335224,0.2733466379627315,0.44143017679525953,0.10297815377708952,0.6384337880065303
4,0.14272530187866428,0.7229407635723559,0.04248760177934652,0.27891978521320493,0.7756710393774879,0.7561660327219696,0.8375713347007417,0.261728576206825,0.07248539362194972,0.43266654665807747,0.5998812362585714,0.20177199149636504,0.3084780813407122,0.2651691645052433,0.6284587818096886,0.9874571683702896,0.6070732565750198,0.13923814574662763,0.8438291795982682,0.7829227032289573
8,0.2866605448049281,0.8375477305324148,0.44948641884896634,0.9649159554378954,0.6498072243167283,0.9670090040062499,0.5268836385771708,0.38122583435910395,0.34251938445040286,0.7303350137377785,0.6992513788612721,0.6957167799831445,0.6355357061427734,0.7864582967675137,0.3434711567939942,0.3570542491488543,0.37683184618611276,0.9694399861473109,0.3230908188633034,0.7096023637143867
9,0.7957369152669632,0.6501280456758933,0.30698095967291483,0.10611263868406862,0.6666417401046099,0.677402816124017,0.4439054726844972,0.14280694862069154,0.4761297592320973,0.5412148805466278,0.6944174471418684,0.3649579726742983,0.09987266360075697,0.536210285403039,0.8435205285034214,0.28002330610776816,0.3851187128570047,0.06130408159239498,0.8417667495043217,0.5636073513633434
9,0.41494703986448767,0.46465106076061746,0.8374710380915197,0.7894623417485136,0.5028844940720045,0.5420152529654133,0.7289462669273965,0.4118800739718247,0.2869577680219869,0.5817041508571671,0.10510313377668123,0.0558477376776797,0.6083205101226558,0.7387760980992922,0.36621217648753424,0.4630006426776645,0.958564329548859,0.33074771448073426,0.20295088997031419,0.935979097859224
8,0.19610600291360114,0.8911334657349397,0.44316506714717063,0.018867052398449213,0.49503340023748577,0.49796777778571766,0.8155971203059623,0.536544377942102,0.6021060708413488,0.42617274173779873,0.07273711971084462,0.4876991431713641,0.4892650864312704,0.48095159039905744,0.16960641103404406,0.4587078990390585,0.05075856483697405,0.8578310680951363,0.6457455833422969,0.8780710770397632
6,0.2689471749629493,0.8308167984833024,0.8438071996025742,0.646441219034696,0.5250920301488275,0.7091282175989884,0.8374166795639126,0.22283070294763596,0.8551579179505625,0.6341291803869951,0.627302373112974,0.8238898395810482,0.2219570138632896,0.7473150150156702,0.5942091678022396,0.02495229841772373,0.5307567708633248,0.3063323138302444,0.006554361739650183,0.4537415813823954
0,0.9105612271343428,0.8270445168597927,0.9659515339271387,0.5355242062247344,0.020088272475088376,0.5598520666686048,0.27561859530531285,0.5662452505923072,0.776939866481797,0.4957077754608644,0.6043894573755013,0.4567602198074574,0.25848890362028776,0.7135674026446038,0.8573385951671736,0.7738608506665114,0.8377916032853484,0.4114551623029775,0.3225587243696799,0.8751462872210638
0,0.21308818533442675,0.0951234194187941,0.27056432204347136,0.9866064788580318,0.9753671104653286,0.7795758716452688,0.874360106477671,0.8600473991223322,0.025578485815741736,0.3955869080735829,0.10118454640523333,0.564358862348028,0.30904194628192583,0.36815303633835417,0.29956954598062024,0.948171863409726,0.6251714878810023,0.8910151198750461,0.9943734538232348,0.05446517883924684
1,0.13850912867340548,0.003330010473305167,0.4830952354181005,0.849854493908046,0.7194685588140156,0.7749854126034758,0.5040691428868683,0.3855324092641502,0.5992230546244443,0.6314482406536644,0.008693371620676071,0.5883338668017902,0.09224003553302818,0.22932547583805274,0.4483771572075428,0.8992738101456542,0.4849769591548396,0.9340009618377297,0.8225920731772796,0.9782547561426771
4,0.38487877267828663,0.30061541069507547,0.7153200859588608,0.510758731944875,0.8419168147492446,0.25870459186992223,0.5572385952236568,0.1438348229688804,0.7523963728179399,0.3471739968034242,0.9823212091864477,0.678486814463897,0.6413900806991637,0.32984763945741613,0.3875610408401483,0.6035702052583538,0.7693712817069926,0.5263570651094515,0.11362233337782901,0.34408093355505
5,0.4069648552631958,0.6684469728014073,0.6304029951106895,0.3045547455642629,0.9273131699924957,0.028589034061943575,0.5259626472009185,0.7738371852450263,0.39163004210753594,0.4209789557571142,0.9676363217635922,0.6817333099967576,0.049930157880156534,0.035500343618701136,0.9429408280007664,0.3746654986090282,0.27680434507223894,0.1056840996334053,0.7183373723845782,0.3606995457399692
7,0.022227803207423236,0.2825661527253438,0.2395006378311012,0.10930737652027533,0.5000796723095166,0.7532897256072107,0.7049323278495486,0.05243224478258779,0.5372535813499064,0.5642302867429844,0.19925533993471267,0.9618355579209531,0.16927253167454148,0.25402371589148187,0.06240972648489673,0.8808833843613065,0.9096701277350341,0.9401080675666926,0.3491592327669023,0.2666984667952189
8,0.8457282680444379,0.46957929359387274,0.231645963257471,0.23549298192922619,0.4077961220075047,0.8601936727387024,0.12857283958045385,0.8128093874457215,0.48418715526649114,0.36152534380495427,0.7041538606354025,0.9624504457300984,0.540184385744199,0.8297292794440869,0.49513713066718457,0.5359062958675259,0.28245420773367647,0.37794160440294644,0.4184969586551547,0.9167950166710591
5,0.5406370207128619,0.3240593476737441,0.4726685570969338,0.2330379617337034,0.8856393381957074,0.991642210877014,0.12284640277259251,0.8270619489593161,0.5871213380347015,0.8492544327334488,0.0442912878734294,0.9129690703274665,0.40266139773199505,0.32476749006416505,0.7862916601855386,0.3903950707214223,0.3393458853653981,0.5208871862990713,0.6558054438210262,0.7077946235957762
5,0.08750557654189084,0.5552880794865199,0.5747020998089826,0.7698747929618257,0.19429627470034683,0.8323333406380999,0.6215813330270206,0.5905824150835508,0.7297186381353927,0.5708389323856858,0.31391238855915915,0.7841330492447679,0.8558146888704912,0.6587737403161101,0.36842074467726116,0.18607512184130015,0.7470620035324403,0.13454521285043464,0.22587262960859766,0.8618138757721363
4,0.8467399171439497,0.2685463041720193,0.5148413796478247,0.3141647186590929,0.5609470546336857,0.9279897895421844,0.630896764285574,0.4246389770268686,0.5515386317061605,0.5092288734339026,0.6749166449537285,0.41944857985759676,0.4434186893315163,0.2859386097557627,0.3746290101817801,0.8090346486253568,0.6909636783083452,0.7311538146506148,0.6765561608769651,0.8554398363637316
